userId,tagId,rating
28,309,5.0
28,318,8.0
28,323,9.0
28,332,1.0
28,333,3.0
28,339,3.0
28,346,1.0
28,347,1.0
28,350,5.0
28,362,4.0
28,377,1.0
28,378,1.0
28,397,1.0
28,409,2.0
28,411,3.0
28,414,1.0
28,428,5.0
28,434,1.0
28,441,1.0
28,444,2.0
28,455,3.0
28,458,11.0
28,480,3.0
28,488,42.0
28,490,1.0
28,506,14.0
28,521,2.0
28,530,2.0
28,543,2.0
28,560,1.0
28,562,1.0
28,578,24.0
28,587,3.0
28,594,16.0
28,601,1.0
28,607,1.0
28,609,3.0
28,615,1.0
28,616,3.0
28,627,7.0
28,629,1.0
28,638,1.0
28,640,3.0
28,644,9.0
28,648,1.0
28,652,1.0
28,657,2.0
28,662,5.0
28,690,8.0
28,694,1.0
28,695,2.0
28,698,1.0
28,711,2.0
28,722,6.0
28,743,4.0
28,754,1.0
28,760,1.0
28,786,1.0
28,807,1.0
28,850,112.0
28,865,10.0
28,892,3.0
28,923,1.0
28,939,1.0
28,950,3.0
28,951,1.0
28,970,1.0
28,985,1.0
28,1002,1.0
28,1036,3.0
28,1041,14.0
28,1059,2.0
28,1065,3.0
28,1079,9.0
28,1099,1.0
28,1121,1.0
28,1135,2.0
28,1159,2.0
28,1182,6.0
28,1184,4.0
28,1188,40.0
28,1201,2.0
28,1259,1.0
28,1264,1.0
28,1280,1.0
28,1283,22.0
28,1362,7.0
28,1393,11.0
28,1404,1.0
28,1445,1.0
28,1483,1.0
28,1520,2.0
28,1649,1.0
28,1725,1.0
28,1729,1.0
28,1733,1.0
28,1820,1.0
28,1838,1.0
28,2401,1.0
44,1,1.0
44,3,6.0
44,20,4.0
44,22,1.0
44,26,1.0
44,34,3.0
44,36,1.0
44,37,1.0
44,43,2.0
44,44,1.0
44,55,2.0
44,59,1.0
44,80,1.0
44,98,3.0
44,103,9.0
44,111,1.0
44,115,1.0
44,117,6.0
44,118,3.0
44,119,3.0
44,120,4.0
44,134,6.0
44,138,1.0
44,158,1.0
44,159,1.0
44,174,1.0
44,210,6.0
44,219,6.0
44,229,1.0
44,262,4.0
44,270,2.0
44,294,1.0
44,347,2.0
44,362,9.0
44,370,1.0
44,428,9.0
44,437,1.0
44,481,1.0
44,543,1.0
44,578,2.0
44,587,3.0
44,608,1.0
44,644,4.0
44,663,9.0
44,695,1.0
44,719,1.0
44,809,1.0
44,1002,1.0
44,1099,6.0
44,1159,1.0
44,1215,1.0
44,1461,7.0
49,2,2.0
49,13,3.0
49,20,2.0
49,21,1.0
49,29,2.0
49,34,1.0
49,45,3.0
49,51,2.0
49,64,2.0
49,91,1.0
49,111,8.0
49,133,1.0
49,145,4.0
49,179,2.0
49,183,2.0
49,219,3.0
49,245,3.0
49,249,4.0
49,253,5.0
49,262,10.0
49,270,1.0
49,275,3.0
49,283,3.0
49,315,1.0
49,319,4.0
49,323,4.0
49,339,1.0
49,363,1.0
49,411,8.0
49,456,3.0
49,488,2.0
49,578,8.0
49,588,1.0
49,657,2.0
49,667,4.0
49,723,1.0
49,807,1.0
49,865,2.0
49,985,2.0
49,997,3.0
49,1283,2.0
49,1991,1.0
49,2368,1.0
49,2921,1.0
55,3,1.0
55,11,2.0
55,25,1.0
55,29,1.0
55,54,5.0
55,61,1.0
55,102,1.0
55,118,2.0
55,145,1.0
55,199,3.0
55,209,1.0
55,223,2.0
55,245,2.0
55,264,1.0
55,274,1.0
55,277,2.0
55,310,1.0
55,383,3.0
55,492,2.0
55,523,3.0
55,644,4.0
55,831,1.0
55,1393,1.0
55,1766,1.0
55,2401,3.0
55,2403,1.0
56,1,5.0
56,3,5.0
56,6,1.0
56,11,1.0
56,17,1.0
56,20,4.0
56,28,1.0
56,29,1.0
56,42,1.0
56,46,1.0
56,50,4.0
56,51,3.0
56,54,1.0
56,55,14.0
56,56,6.0
56,73,1.0
56,74,5.0
56,95,2.0
56,98,13.0
56,102,1.0
56,110,7.0
56,133,1.0
56,136,6.0
56,138,5.0
56,164,1.0
56,172,1.0
56,174,1.0
56,176,1.0
56,185,1.0
56,192,1.0
56,193,1.0
56,196,5.0
56,201,1.0
56,205,1.0
56,221,1.0
56,242,1.0
56,249,1.0
56,259,1.0
56,283,1.0
56,300,1.0
56,323,5.0
56,333,1.0
56,345,2.0
56,371,1.0
56,404,2.0
56,473,1.0
56,644,2.0
56,648,1.0
56,685,1.0
56,709,1.0
56,722,2.0
56,811,1.0
56,822,2.0
56,831,6.0
56,857,1.0
56,1098,1.0
56,1158,1.0
56,1676,2.0
56,1820,1.0
56,2100,1.0
56,2283,2.0
56,2403,2.0
71,1,1.0
71,2,2.0
71,3,1.0
71,5,8.0
71,6,3.0
71,13,2.0
71,19,2.0
71,20,2.0
71,25,6.0
71,26,3.0
71,27,1.0
71,33,2.0
71,34,1.0
71,37,1.0
71,43,1.0
71,55,21.0
71,57,1.0
71,60,2.0
71,72,11.0
71,75,4.0
71,82,1.0
71,84,1.0
71,85,1.0
71,95,2.0
71,96,10.0
71,97,5.0
71,98,5.0
71,108,1.0
71,110,16.0
71,111,1.0
71,128,1.0
71,129,1.0
71,133,1.0
71,134,1.0
71,136,9.0
71,145,1.0
71,146,8.0
71,167,1.0
71,176,1.0
71,177,2.0
71,183,1.0
71,184,1.0
71,199,1.0
71,201,3.0
71,209,2.0
71,223,1.0
71,230,1.0
71,240,1.0
71,247,1.0
71,262,7.0
71,269,2.0
71,270,1.0
71,275,3.0
71,278,2.0
71,279,2.0
71,281,3.0
71,283,1.0
71,302,1.0
71,305,1.0
71,323,5.0
71,329,1.0
71,340,1.0
71,345,3.0
71,350,1.0
71,361,1.0
71,364,1.0
71,397,1.0
71,414,3.0
71,419,1.0
71,426,2.0
71,455,1.0
71,463,1.0
71,485,1.0
71,488,10.0
71,505,3.0
71,517,1.0
71,525,1.0
71,529,1.0
71,536,1.0
71,543,2.0
71,557,1.0
71,578,3.0
71,590,2.0
71,592,1.0
71,599,1.0
71,640,1.0
71,644,3.0
71,651,1.0
71,678,1.0
71,681,6.0
71,687,2.0
71,690,3.0
71,698,1.0
71,709,1.0
71,711,1.0
71,735,1.0
71,777,1.0
71,780,1.0
71,799,1.0
71,908,1.0
71,911,1.0
71,935,1.0
71,944,1.0
71,954,1.0
71,986,1.0
71,1055,1.0
71,1059,1.0
71,1129,1.0
71,1134,1.0
71,1182,2.0
71,1188,1.0
71,1264,1.0
71,1296,2.0
71,1376,1.0
71,1393,7.0
71,1425,1.0
71,1820,1.0
71,2007,3.0
74,0,3.0
74,1,2.0
74,2,4.0
74,3,13.0
74,4,2.0
74,5,27.0
74,6,7.0
74,8,8.0
74,9,1.0
74,11,5.0
74,12,1.0
74,13,8.0
74,14,4.0
74,15,1.0
74,17,15.0
74,18,13.0
74,19,18.0
74,20,38.0
74,24,1.0
74,25,3.0
74,26,1.0
74,27,2.0
74,28,4.0
74,29,1.0
74,31,1.0
74,33,8.0
74,34,28.0
74,37,1.0
74,42,2.0
74,43,9.0
74,44,2.0
74,45,7.0
74,46,2.0
74,48,1.0
74,49,2.0
74,50,10.0
74,51,15.0
74,54,8.0
74,55,28.0
74,56,3.0
74,58,1.0
74,60,3.0
74,61,4.0
74,62,1.0
74,63,2.0
74,64,13.0
74,67,1.0
74,68,2.0
74,72,3.0
74,74,2.0
74,75,2.0
74,77,6.0
74,78,12.0
74,82,1.0
74,83,8.0
74,84,3.0
74,85,35.0
74,87,3.0
74,91,2.0
74,95,10.0
74,96,7.0
74,98,30.0
74,99,3.0
74,101,3.0
74,102,3.0
74,103,4.0
74,104,1.0
74,108,1.0
74,110,18.0
74,111,5.0
74,113,1.0
74,117,6.0
74,118,13.0
74,120,5.0
74,122,2.0
74,125,3.0
74,127,1.0
74,132,2.0
74,133,18.0
74,134,2.0
74,135,9.0
74,136,13.0
74,137,15.0
74,138,16.0
74,139,1.0
74,145,93.0
74,146,2.0
74,154,2.0
74,156,1.0
74,164,7.0
74,165,1.0
74,167,7.0
74,172,7.0
74,174,17.0
74,179,4.0
74,180,4.0
74,183,34.0
74,184,6.0
74,185,2.0
74,189,2.0
74,196,30.0
74,197,16.0
74,198,7.0
74,199,7.0
74,200,10.0
74,201,6.0
74,202,1.0
74,204,9.0
74,207,1.0
74,209,14.0
74,212,1.0
74,215,1.0
74,216,3.0
74,219,7.0
74,221,9.0
74,222,1.0
74,223,24.0
74,226,11.0
74,228,13.0
74,229,2.0
74,230,17.0
74,231,3.0
74,236,1.0
74,239,6.0
74,240,3.0
74,241,2.0
74,245,1.0
74,249,9.0
74,250,4.0
74,251,1.0
74,252,2.0
74,253,4.0
74,254,1.0
74,255,2.0
74,258,4.0
74,259,5.0
74,262,4.0
74,265,1.0
74,269,1.0
74,270,6.0
74,279,1.0
74,280,4.0
74,281,13.0
74,283,34.0
74,285,1.0
74,289,2.0
74,294,6.0
74,296,2.0
74,299,5.0
74,300,4.0
74,303,3.0
74,305,15.0
74,306,1.0
74,309,2.0
74,310,2.0
74,318,7.0
74,320,2.0
74,321,2.0
74,323,38.0
74,326,4.0
74,329,3.0
74,332,2.0
74,333,2.0
74,334,2.0
74,340,1.0
74,343,6.0
74,344,1.0
74,346,3.0
74,347,9.0
74,351,1.0
74,352,2.0
74,361,7.0
74,362,2.0
74,363,2.0
74,364,1.0
74,366,1.0
74,369,3.0
74,370,3.0
74,377,4.0
74,378,1.0
74,383,3.0
74,384,1.0
74,393,2.0
74,397,5.0
74,403,1.0
74,404,7.0
74,407,1.0
74,413,2.0
74,418,2.0
74,421,6.0
74,428,3.0
74,431,2.0
74,440,3.0
74,441,1.0
74,443,6.0
74,444,1.0
74,452,5.0
74,455,7.0
74,456,1.0
74,458,2.0
74,461,1.0
74,467,44.0
74,470,1.0
74,473,2.0
74,475,2.0
74,479,7.0
74,486,2.0
74,488,5.0
74,496,2.0
74,503,3.0
74,505,2.0
74,515,2.0
74,517,1.0
74,519,1.0
74,523,21.0
74,525,2.0
74,526,1.0
74,529,3.0
74,530,1.0
74,531,4.0
74,543,1.0
74,545,3.0
74,548,2.0
74,550,1.0
74,552,5.0
74,553,1.0
74,557,2.0
74,560,3.0
74,562,2.0
74,567,1.0
74,569,2.0
74,574,3.0
74,576,4.0
74,578,21.0
74,579,1.0
74,587,3.0
74,592,1.0
74,595,2.0
74,599,1.0
74,601,2.0
74,604,1.0
74,607,2.0
74,613,2.0
74,616,1.0
74,618,5.0
74,620,3.0
74,622,1.0
74,628,2.0
74,629,1.0
74,631,1.0
74,640,3.0
74,644,15.0
74,647,4.0
74,654,4.0
74,657,5.0
74,667,2.0
74,675,1.0
74,681,6.0
74,689,1.0
74,690,1.0
74,702,1.0
74,711,3.0
74,715,1.0
74,719,3.0
74,732,6.0
74,734,1.0
74,735,7.0
74,739,4.0
74,743,6.0
74,744,5.0
74,746,2.0
74,749,1.0
74,756,2.0
74,758,1.0
74,761,3.0
74,765,3.0
74,767,1.0
74,772,2.0
74,773,4.0
74,782,1.0
74,787,3.0
74,791,1.0
74,792,1.0
74,799,1.0
74,800,2.0
74,805,2.0
74,807,2.0
74,811,2.0
74,818,1.0
74,822,12.0
74,828,1.0
74,831,9.0
74,839,1.0
74,840,2.0
74,851,1.0
74,857,2.0
74,862,1.0
74,883,3.0
74,884,1.0
74,888,2.0
74,910,1.0
74,911,2.0
74,922,1.0
74,943,2.0
74,944,4.0
74,946,1.0
74,948,3.0
74,950,1.0
74,951,1.0
74,952,1.0
74,967,1.0
74,970,4.0
74,976,7.0
74,986,3.0
74,997,1.0
74,1014,2.0
74,1021,1.0
74,1031,4.0
74,1034,2.0
74,1051,1.0
74,1079,1.0
74,1081,26.0
74,1086,1.0
74,1089,1.0
74,1095,3.0
74,1099,1.0
74,1112,1.0
74,1114,7.0
74,1130,1.0
74,1138,1.0
74,1159,1.0
74,1182,1.0
74,1196,1.0
74,1214,2.0
74,1219,1.0
74,1221,3.0
74,1225,1.0
74,1242,1.0
74,1283,13.0
74,1307,2.0
74,1327,1.0
74,1331,4.0
74,1343,2.0
74,1356,5.0
74,1357,2.0
74,1393,9.0
74,1398,1.0
74,1483,4.0
74,1492,1.0
74,1671,1.0
74,1729,7.0
74,1733,3.0
74,1820,21.0
74,1838,3.0
74,1991,2.0
74,2051,1.0
74,2124,1.0
74,2129,1.0
74,2401,2.0
74,2403,6.0
74,2460,3.0
74,2500,2.0
74,2642,2.0
74,2796,2.0
79,5,1.0
79,6,1.0
79,17,1.0
79,26,1.0
79,27,1.0
79,28,1.0
79,34,4.0
79,42,1.0
79,55,1.0
79,63,2.0
79,95,1.0
79,98,4.0
79,103,8.0
79,110,2.0
79,111,1.0
79,134,2.0
79,145,1.0
79,183,1.0
79,210,1.0
79,219,1.0
79,239,1.0
79,240,6.0
79,245,2.0
79,259,1.0
79,275,1.0
79,276,1.0
79,288,1.0
79,311,2.0
79,350,2.0
79,383,1.0
79,428,1.0
79,486,3.0
79,488,1.0
79,562,3.0
79,569,1.0
79,578,3.0
79,640,2.0
79,644,2.0
79,760,1.0
79,802,1.0
79,1057,1.0
79,1714,1.0
79,2206,1.0
79,2460,3.0
84,0,2.0
84,1,1.0
84,2,3.0
84,4,1.0
84,6,5.0
84,9,5.0
84,12,3.0
84,13,1.0
84,17,1.0
84,19,1.0
84,21,5.0
84,22,4.0
84,27,1.0
84,28,2.0
84,33,1.0
84,34,4.0
84,36,1.0
84,37,1.0
84,43,16.0
84,45,1.0
84,51,1.0
84,55,1.0
84,57,1.0
84,58,6.0
84,62,1.0
84,64,7.0
84,70,2.0
84,71,2.0
84,72,1.0
84,74,6.0
84,77,1.0
84,85,3.0
84,87,4.0
84,88,1.0
84,89,1.0
84,91,5.0
84,92,1.0
84,103,2.0
84,110,3.0
84,111,4.0
84,115,2.0
84,120,1.0
84,132,2.0
84,135,3.0
84,138,1.0
84,145,3.0
84,146,2.0
84,152,2.0
84,154,2.0
84,160,2.0
84,164,3.0
84,165,4.0
84,167,1.0
84,172,2.0
84,179,1.0
84,180,1.0
84,183,10.0
84,189,1.0
84,192,4.0
84,196,2.0
84,201,3.0
84,207,2.0
84,208,1.0
84,210,1.0
84,211,2.0
84,218,2.0
84,219,5.0
84,223,1.0
84,226,2.0
84,230,3.0
84,231,1.0
84,238,1.0
84,240,3.0
84,249,2.0
84,250,1.0
84,253,2.0
84,262,33.0
84,270,4.0
84,276,1.0
84,277,1.0
84,280,1.0
84,281,2.0
84,283,3.0
84,285,2.0
84,294,3.0
84,300,23.0
84,302,3.0
84,314,1.0
84,318,4.0
84,319,1.0
84,323,5.0
84,333,6.0
84,346,1.0
84,351,3.0
84,352,1.0
84,361,1.0
84,370,3.0
84,377,2.0
84,383,3.0
84,403,1.0
84,411,9.0
84,414,1.0
84,418,9.0
84,427,1.0
84,428,1.0
84,439,1.0
84,444,3.0
84,445,2.0
84,452,1.0
84,457,1.0
84,458,1.0
84,479,1.0
84,488,5.0
84,505,2.0
84,506,3.0
84,521,1.0
84,522,1.0
84,529,2.0
84,530,1.0
84,531,1.0
84,540,1.0
84,566,1.0
84,578,12.0
84,579,1.0
84,587,3.0
84,593,1.0
84,601,1.0
84,629,1.0
84,640,2.0
84,644,32.0
84,647,4.0
84,657,8.0
84,666,1.0
84,719,4.0
84,728,1.0
84,732,1.0
84,756,1.0
84,758,1.0
84,763,2.0
84,773,2.0
84,798,4.0
84,802,1.0
84,809,3.0
84,819,1.0
84,850,1.0
84,854,2.0
84,865,4.0
84,891,1.0
84,930,1.0
84,963,1.0
84,980,2.0
84,985,8.0
84,1009,2.0
84,1014,6.0
84,1036,2.0
84,1042,1.0
84,1059,2.0
84,1077,1.0
84,1123,1.0
84,1135,5.0
84,1159,1.0
84,1182,1.0
84,1188,8.0
84,1192,2.0
84,1201,8.0
84,1204,1.0
84,1213,10.0
84,1280,1.0
84,1283,8.0
84,1324,1.0
84,1327,1.0
84,1399,1.0
84,1461,1.0
84,1483,1.0
84,1520,1.0
84,1626,1.0
84,1686,2.0
84,1693,3.0
84,1802,1.0
84,1820,1.0
84,1991,5.0
84,2206,1.0
84,2401,2.0
95,3,2.0
95,5,1.0
95,6,1.0
95,17,1.0
95,18,8.0
95,19,3.0
95,20,1.0
95,27,2.0
95,31,1.0
95,34,4.0
95,41,6.0
95,50,1.0
95,51,1.0
95,55,1.0
95,64,2.0
95,74,1.0
95,77,1.0
95,98,1.0
95,110,4.0
95,111,1.0
95,117,1.0
95,118,1.0
95,120,4.0
95,122,3.0
95,132,1.0
95,135,1.0
95,137,4.0
95,139,1.0
95,145,4.0
95,146,1.0
95,164,1.0
95,183,2.0
95,210,1.0
95,219,1.0
95,223,1.0
95,228,4.0
95,239,1.0
95,240,1.0
95,242,1.0
95,246,3.0
95,249,11.0
95,258,2.0
95,262,3.0
95,270,2.0
95,305,2.0
95,323,10.0
95,334,6.0
95,339,1.0
95,352,1.0
95,363,2.0
95,377,2.0
95,405,1.0
95,488,3.0
95,505,3.0
95,529,1.0
95,548,1.0
95,552,1.0
95,588,2.0
95,644,1.0
95,652,1.0
95,735,9.0
95,744,2.0
95,793,1.0
95,1098,3.0
95,1221,1.0
95,1283,4.0
95,1356,1.0
95,1393,1.0
95,1553,1.0
95,1991,1.0
95,2401,1.0
112,3,7.0
112,5,16.0
112,6,4.0
112,10,2.0
112,11,4.0
112,12,3.0
112,17,2.0
112,18,5.0
112,19,5.0
112,20,3.0
112,21,1.0
112,22,1.0
112,25,3.0
112,28,1.0
112,34,6.0
112,48,7.0
112,55,11.0
112,56,2.0
112,57,1.0
112,60,9.0
112,61,2.0
112,62,2.0
112,64,3.0
112,68,2.0
112,70,3.0
112,71,1.0
112,72,4.0
112,73,2.0
112,74,1.0
112,75,1.0
112,81,1.0
112,95,3.0
112,96,12.0
112,98,40.0
112,99,1.0
112,101,3.0
112,103,4.0
112,107,3.0
112,110,7.0
112,111,1.0
112,115,3.0
112,117,3.0
112,118,12.0
112,120,11.0
112,122,1.0
112,125,4.0
112,126,3.0
112,129,7.0
112,132,12.0
112,133,2.0
112,134,2.0
112,135,7.0
112,136,1.0
112,137,12.0
112,138,17.0
112,141,1.0
112,145,7.0
112,146,6.0
112,160,1.0
112,164,7.0
112,165,3.0
112,167,8.0
112,172,3.0
112,174,1.0
112,176,1.0
112,177,3.0
112,178,1.0
112,181,1.0
112,182,1.0
112,183,5.0
112,184,9.0
112,195,1.0
112,196,9.0
112,197,2.0
112,198,3.0
112,201,4.0
112,202,1.0
112,204,1.0
112,205,1.0
112,207,1.0
112,209,12.0
112,210,5.0
112,212,4.0
112,215,1.0
112,223,19.0
112,226,2.0
112,227,1.0
112,228,10.0
112,231,3.0
112,240,3.0
112,242,6.0
112,245,1.0
112,249,3.0
112,253,1.0
112,254,1.0
112,262,6.0
112,269,9.0
112,275,9.0
112,276,6.0
112,277,1.0
112,280,1.0
112,283,10.0
112,285,1.0
112,294,2.0
112,300,2.0
112,304,1.0
112,305,18.0
112,310,4.0
112,311,1.0
112,313,1.0
112,314,1.0
112,319,3.0
112,323,16.0
112,330,1.0
112,336,1.0
112,345,5.0
112,361,7.0
112,369,1.0
112,370,7.0
112,375,4.0
112,377,3.0
112,383,1.0
112,388,1.0
112,393,2.0
112,406,1.0
112,411,3.0
112,413,2.0
112,414,1.0
112,415,1.0
112,417,1.0
112,424,6.0
112,425,2.0
112,426,1.0
112,452,1.0
112,461,1.0
112,479,2.0
112,488,19.0
112,490,1.0
112,503,3.0
112,519,4.0
112,520,1.0
112,523,2.0
112,529,1.0
112,530,3.0
112,536,2.0
112,542,1.0
112,543,5.0
112,552,3.0
112,557,2.0
112,563,1.0
112,566,2.0
112,574,11.0
112,576,1.0
112,578,11.0
112,585,7.0
112,587,1.0
112,590,1.0
112,594,3.0
112,618,2.0
112,636,4.0
112,644,5.0
112,650,3.0
112,651,3.0
112,662,6.0
112,666,1.0
112,679,1.0
112,681,3.0
112,685,1.0
112,694,1.0
112,697,5.0
112,699,1.0
112,709,1.0
112,722,1.0
112,723,2.0
112,735,3.0
112,749,6.0
112,756,1.0
112,760,1.0
112,763,2.0
112,764,4.0
112,787,1.0
112,791,1.0
112,797,2.0
112,811,1.0
112,814,1.0
112,822,1.0
112,823,1.0
112,839,6.0
112,840,2.0
112,854,1.0
112,857,1.0
112,870,2.0
112,883,2.0
112,892,2.0
112,940,2.0
112,947,1.0
112,950,1.0
112,951,1.0
112,957,1.0
112,997,2.0
112,1014,1.0
112,1020,2.0
112,1087,1.0
112,1096,1.0
112,1111,2.0
112,1114,1.0
112,1119,1.0
112,1130,1.0
112,1144,1.0
112,1171,3.0
112,1181,1.0
112,1191,1.0
112,1196,1.0
112,1217,4.0
112,1221,2.0
112,1254,7.0
112,1271,1.0
112,1281,2.0
112,1283,14.0
112,1331,2.0
112,1337,4.0
112,1343,5.0
112,1398,1.0
112,1415,2.0
112,1475,2.0
112,1521,1.0
112,1553,1.0
112,1555,6.0
112,1567,1.0
112,1671,1.0
112,1721,3.0
112,1729,1.0
112,1820,4.0
112,1839,1.0
112,1846,2.0
112,1964,2.0
112,1991,1.0
112,2206,1.0
112,2401,4.0
112,2403,1.0
112,2405,1.0
112,2460,18.0
112,2576,2.0
112,2642,3.0
112,2772,2.0
112,2849,1.0
112,2875,1.0
113,10,1.0
113,46,1.0
113,48,2.0
113,51,2.0
113,117,2.0
113,158,1.0
113,159,1.0
113,164,2.0
113,193,2.0
113,238,2.0
113,240,1.0
113,283,3.0
113,305,3.0
113,323,3.0
113,463,1.0
113,644,1.0
113,1820,3.0
113,2403,2.0
114,34,3.0
114,98,2.0
114,110,1.0
114,120,1.0
114,135,2.0
114,137,4.0
114,138,2.0
114,164,3.0
114,219,2.0
114,240,2.0
114,262,2.0
114,274,2.0
114,383,3.0
114,411,1.0
114,578,2.0
114,592,2.0
114,667,3.0
114,1070,1.0
120,5,4.0
120,6,2.0
120,8,1.0
120,28,1.0
120,29,4.0
120,61,1.0
120,111,1.0
120,118,1.0
120,133,2.0
120,223,1.0
120,310,1.0
120,346,1.0
120,363,2.0
120,588,2.0
120,627,2.0
120,950,1.0
136,1,3.0
136,34,4.0
136,55,4.0
136,95,10.0
136,98,6.0
136,101,2.0
136,164,3.0
136,195,1.0
136,198,3.0
136,219,3.0
136,270,1.0
136,279,1.0
136,480,1.0
136,506,4.0
136,578,13.0
136,588,1.0
136,1138,4.0
136,1357,1.0
136,2401,3.0
136,2460,1.0
156,2,1.0
156,4,2.0
156,5,1.0
156,7,1.0
156,8,1.0
156,10,1.0
156,11,3.0
156,13,1.0
156,18,1.0
156,20,3.0
156,26,1.0
156,27,1.0
156,48,1.0
156,49,1.0
156,95,1.0
156,105,3.0
156,117,1.0
156,120,3.0
156,133,5.0
156,138,1.0
156,145,1.0
156,146,1.0
156,153,1.0
156,172,4.0
156,174,2.0
156,184,1.0
156,186,1.0
156,193,1.0
156,196,1.0
156,197,1.0
156,198,2.0
156,209,5.0
156,223,1.0
156,229,1.0
156,289,6.0
156,300,2.0
156,305,3.0
156,309,1.0
156,310,1.0
156,345,1.0
156,377,2.0
156,428,1.0
156,437,1.0
156,488,1.0
156,489,3.0
156,490,3.0
156,543,1.0
156,594,1.0
156,644,4.0
156,647,2.0
156,922,1.0
156,1393,1.0
156,2401,1.0
161,5,1.0
161,17,1.0
161,20,1.0
161,34,1.0
161,43,4.0
161,50,1.0
161,55,1.0
161,60,1.0
161,77,3.0
161,85,1.0
161,96,3.0
161,103,1.0
161,122,1.0
161,145,7.0
161,167,1.0
161,198,3.0
161,226,1.0
161,246,2.0
161,254,1.0
161,262,2.0
161,270,1.0
161,283,5.0
161,318,5.0
161,346,1.0
161,352,1.0
161,383,1.0
161,412,4.0
161,443,1.0
161,523,3.0
161,578,2.0
161,601,1.0
161,743,2.0
161,1393,3.0
161,1820,3.0
168,152,1.0
168,180,3.0
168,183,7.0
168,219,6.0
168,226,4.0
168,237,7.0
168,253,1.0
168,318,1.0
168,488,4.0
168,587,4.0
168,756,1.0
168,1041,4.0
168,1121,1.0
186,34,1.0
186,43,1.0
186,262,3.0
186,305,1.0
186,347,1.0
186,411,1.0
186,537,1.0
186,560,1.0
186,578,2.0
186,791,1.0
186,1393,1.0
186,1820,1.0
186,2129,1.0
186,2460,1.0
200,3,6.0
200,9,1.0
200,17,1.0
200,18,1.0
200,64,1.0
200,77,1.0
200,103,3.0
200,158,1.0
200,283,5.0
200,305,1.0
200,314,10.0
200,318,5.0
200,437,6.0
200,488,5.0
200,644,3.0
200,657,2.0
200,760,1.0
200,1063,1.0
200,1180,5.0
200,1283,1.0
