uid,sid
1416,251
1416,481
1416,720
1416,489
1416,492
1416,851
1416,507
1416,509
1416,852
1416,275
7148,0
7148,1
7148,4
7148,8
7148,9
7148,279
7148,280
7148,19
7148,22
7148,283
7148,23
7148,592
7148,284
7148,29
7148,30
7148,31
7148,576
7148,33
7148,34
7148,35
7148,36
7148,37
7148,39
7148,286
7148,42
7148,44
7148,47
7148,49
7148,288
7148,51
7148,52
7148,560
7148,561
7148,54
7148,55
7148,56
7148,60
7148,558
7148,63
7148,64
7148,66
7148,69
7148,626
7148,77
7148,296
7148,78
7148,83
7148,88
7148,90
7148,94
7148,300
7148,304
7148,103
7148,307
7148,108
7148,309
7148,112
7148,113
7148,617
7148,114
7148,310
7148,117
7148,119
7148,312
7148,122
7148,123
7148,124
7148,125
7148,127
7148,316
7148,129
7148,131
7148,317
7148,318
7148,136
7148,140
7148,141
7148,142
7148,144
7148,145
7148,146
7148,147
7148,630
7148,150
7148,322
7148,158
7148,160
7148,323
7148,326
7148,633
7148,163
7148,328
7148,847
7148,330
7148,166
7148,334
7148,169
7148,335
7148,639
7148,853
7148,336
7148,176
7148,177
7148,179
7148,337
7148,181
7148,182
7148,340
7148,185
7148,641
7148,187
7148,642
7148,621
7148,194
7148,597
7148,195
7148,347
7148,348
7148,350
7148,351
7148,566
7148,354
7148,618
7148,357
7148,598
7148,203
7148,358
7148,360
7148,204
7148,361
7148,362
7148,649
7148,206
7148,364
7148,562
7148,651
7148,652
7148,369
7148,854
7148,372
7148,210
7148,374
7148,375
7148,376
7148,379
7148,380
7148,381
7148,382
7148,216
7148,658
7148,384
7148,660
7148,830
7148,385
7148,386
7148,388
7148,661
7148,662
7148,581
7148,218
7148,220
7148,394
7148,665
7148,225
7148,226
7148,832
7148,785
7148,398
7148,399
7148,666
7148,601
7148,855
7148,834
7148,786
7148,229
7148,401
7148,670
7148,673
7148,403
7148,233
7148,559
7148,407
7148,680
7148,411
7148,413
7148,415
7148,420
7148,421
7148,856
7148,424
7148,425
7148,426
7148,427
7148,766
7148,836
7148,429
7148,685
7148,837
7148,433
7148,857
7148,238
7148,686
7148,239
7148,688
7148,240
7148,691
7148,435
7148,242
7148,437
7148,802
7148,440
7148,441
7148,692
7148,442
7148,443
7148,695
7148,808
7148,448
7148,858
7148,839
7148,453
7148,454
7148,456
7148,820
7148,461
7148,703
7148,704
7148,791
7148,610
7148,705
7148,463
7148,792
7148,464
7148,466
7148,248
7148,468
7148,470
7148,859
7148,605
7148,572
7148,252
7148,253
7148,860
7148,861
7148,862
7148,717
7148,607
7148,719
7148,482
7148,484
7148,487
7148,489
7148,494
7148,496
7148,498
7148,259
7148,731
7148,260
7148,811
7148,263
7148,264
7148,741
7148,506
7148,509
7148,510
7148,795
7148,749
7148,824
7148,528
7148,797
7148,540
7148,543
7148,863
7148,553
5680,22
5680,283
5680,29
5680,44
5680,83
5680,90
5680,120
5680,317
5680,136
5680,147
5680,154
5680,155
5680,162
5680,331
5680,338
5680,354
5680,369
5680,388
5680,662
5680,401
5680,428
5680,241
5680,872
5680,527
8719,0
8719,1
8719,4
8719,9
8719,282
8719,17
8719,22
8719,283
8719,26
8719,284
8719,30
8719,576
8719,36
8719,285
8719,286
8719,624
8719,625
8719,49
8719,51
8719,55
8719,56
8719,292
8719,57
8719,58
8719,90
8719,92
8719,94
8719,302
8719,304
8719,103
8719,108
8719,109
8719,114
8719,117
8719,118
8719,120
8719,313
8719,127
8719,129
8719,132
8719,140
8719,155
8719,322
8719,158
8719,160
8719,163
8719,164
8719,635
8719,637
8719,179
8719,181
8719,182
8719,195
8719,198
8719,351
8719,799
8719,354
8719,356
8719,358
8719,359
8719,360
8719,648
8719,362
8719,652
8719,210
8719,211
8719,378
8719,656
8719,381
8719,382
8719,214
8719,563
8719,220
8719,831
8719,226
8719,786
8719,401
8719,670
8719,818
8719,415
8719,418
8719,420
8719,766
8719,836
8719,430
8719,857
8719,838
8719,241
8719,436
8719,874
8719,582
8719,244
8719,696
8719,604
8719,875
8719,462
8719,465
8719,585
8719,712
8719,468
8719,250
8719,876
8719,251
8719,809
8719,877
8719,483
8719,487
8719,489
8719,492
8719,493
8719,726
8719,258
8719,495
8719,574
8719,504
8719,263
8719,746
8719,748
8719,795
8719,750
8719,524
8719,878
8719,879
8719,609
1297,22
1297,592
1297,28
1297,35
1297,36
1297,51
1297,77
1297,88
1297,90
1297,120
1297,317
1297,134
1297,137
1297,146
1297,853
1297,182
1297,340
1297,644
1297,210
1297,384
1297,830
1297,663
1297,788
1297,425
1297,689
1297,477
1297,259
1297,741
1297,509
1297,751
5631,10
5631,282
5631,17
5631,283
5631,33
5631,39
5631,285
5631,42
5631,624
5631,625
5631,49
5631,287
5631,288
5631,290
5631,60
5631,558
5631,63
5631,594
5631,77
5631,296
5631,297
5631,80
5631,83
5631,89
5631,90
5631,302
5631,304
5631,100
5631,102
5631,105
5631,305
5631,596
5631,309
5631,112
5631,114
5631,310
5631,116
5631,117
5631,119
5631,120
5631,312
5631,122
5631,127
5631,315
5631,134
5631,136
5631,144
5631,150
5631,154
5631,155
5631,322
5631,160
5631,163
5631,579
5631,166
5631,331
5631,332
5631,635
5631,637
5631,170
5631,172
5631,178
5631,187
5631,344
5631,192
5631,194
5631,645
5631,350
5631,198
5631,646
5631,199
5631,200
5631,201
5631,353
5631,360
5631,649
5631,652
5631,784
5631,372
5631,376
5631,377
5631,381
5631,567
5631,215
5631,216
5631,830
5631,386
5631,568
5631,563
5631,581
5631,218
5631,222
5631,393
5631,224
5631,666
5631,668
5631,671
5631,672
5631,232
5631,818
5631,234
5631,406
5631,789
5631,409
5631,678
5631,237
5631,681
5631,417
5631,427
5631,766
5631,428
5631,430
5631,431
5631,686
5631,239
5631,690
5631,437
5631,439
5631,440
5631,807
5631,692
5631,442
5631,244
5631,695
5631,848
5631,448
5631,449
5631,868
5631,909
5631,791
5631,610
5631,708
5631,248
5631,468
5631,469
5631,476
5631,254
5631,255
5631,719
5631,480
5631,482
5631,485
5631,721
5631,614
5631,725
5631,494
5631,497
5631,259
5631,734
5631,910
5631,503
5631,264
5631,911
5631,510
5631,616
5631,266
5631,751
5631,267
5631,771
5631,824
5631,271
5631,870
5631,756
5631,912
5631,890
5631,552
5631,778
5631,278
519,10
519,33
519,36
519,301
519,577
519,110
519,132
519,205
7302,153
7302,394
7302,403
7302,474
2431,8
2431,283
2431,23
2431,42
2431,166
2431,179
2431,340
2431,663
2431,228
2431,791
754,1
754,63
754,596
754,112
754,367
754,211
754,663
754,484
754,506
4290,4
4290,7
4290,8
4290,10
4290,22
4290,33
4290,34
4290,67
4290,90
4290,93
4290,107
4290,110
4290,309
4290,112
4290,119
4290,316
4290,323
4290,163
4290,330
4290,166
4290,178
4290,354
4290,355
4290,828
4290,784
4290,216
4290,224
4290,670
4290,456
4290,509
9222,30
9222,35
9222,51
9222,55
9222,60
9222,77
9222,90
9222,112
9222,127
9222,137
9222,144
9222,179
9222,182
9222,349
9222,203
9222,226
9222,424
9222,509
6852,92
6852,127
6852,578
6852,766
6852,471
6852,256
1998,30
1998,337
1998,800
1998,239
1998,509
937,9
937,51
937,301
937,635
937,355
937,428
937,843
937,723
937,526
8227,0
8227,248
1769,8
1769,283
1769,29
1769,36
1769,287
1769,55
1769,77
1769,627
1769,90
1769,103
1769,305
1769,312
1769,629
1769,140
1769,169
1769,170
1769,199
1769,563
1769,675
1769,807
1769,866
1769,473
1769,259
1769,774
6464,22
6464,39
6464,150
6464,768
6464,274
2157,17
2157,53
2157,98
2157,120
2157,338
2157,210
3855,33
3855,292
3855,110
1419,31
1419,33
1419,302
1419,96
1419,108
1419,137
1419,319
1419,147
1419,158
1419,177
1419,355
1419,358
1419,365
1419,374
1419,676
1419,684
1419,241
1419,695
7129,1
7129,9
7129,22
7129,29
7129,36
7129,49
7129,55
7129,60
7129,294
7129,77
7129,88
7129,90
7129,96
7129,98
7129,305
7129,307
7129,110
7129,113
7129,310
7129,120
7129,122
7129,123
7129,134
7129,137
7129,154
7129,322
7129,337
7129,181
7129,640
7129,643
7129,195
7129,349
7129,201
7129,203
7129,358
7129,359
7129,363
7129,372
7129,669
7129,401
7129,680
7129,244
7129,868
7129,248
7129,712
7129,262
7129,769
7129,263
6904,33
6904,34
6904,47
6904,51
6904,299
6904,300
6904,125
6904,129
6904,319
6904,160
6904,637
6904,340
6904,187
6904,191
6904,357
6904,563
6904,663
6904,664
6904,225
6904,417
6904,687
6904,241
6904,244
6904,447
6904,820
6904,945
6904,607
6904,946
6904,769
6904,512
6904,863
6904,552
2959,1
2959,4
2959,8
2959,9
2959,10
2959,279
2959,282
2959,17
2959,22
2959,26
2959,284
2959,29
2959,30
2959,576
2959,33
2959,34
2959,35
2959,36
2959,37
2959,39
2959,285
2959,40
2959,42
2959,44
2959,47
2959,625
2959,49
2959,51
2959,53
2959,55
2959,291
2959,56
2959,58
2959,60
2959,558
2959,67
2959,69
2959,626
2959,77
2959,79
2959,83
2959,90
2959,299
2959,93
2959,304
2959,98
2959,103
2959,307
2959,108
2959,309
2959,112
2959,113
2959,114
2959,310
2959,119
2959,120
2959,123
2959,124
2959,127
2959,315
2959,316
2959,578
2959,317
2959,318
2959,134
2959,136
2959,140
2959,144
2959,146
2959,320
2959,806
2959,150
2959,154
2959,156
2959,158
2959,162
2959,323
2959,324
2959,633
2959,329
2959,330
2959,166
2959,332
2959,635
2959,637
2959,334
2959,565
2959,336
2959,178
2959,179
2959,181
2959,182
2959,346
2959,195
2959,645
2959,198
2959,646
2959,352
2959,201
2959,353
2959,598
2959,203
2959,358
2959,360
2959,362
2959,365
2959,370
2959,580
2959,914
2959,372
2959,373
2959,376
2959,380
2959,381
2959,567
2959,215
2959,216
2959,563
2959,661
2959,662
2959,218
2959,224
2959,395
2959,226
2959,622
2959,399
2959,229
2959,400
2959,403
2959,675
2959,234
2959,405
2959,407
2959,915
2959,411
2959,413
2959,417
2959,835
2959,425
2959,426
2959,427
2959,428
2959,686
2959,241
2959,436
2959,440
2959,694
2959,582
2959,446
2959,697
2959,448
2959,604
2959,449
2959,454
2959,942
2959,868
2959,705
2959,462
2959,463
2959,821
2959,711
2959,249
2959,713
2959,714
2959,919
2959,250
2959,471
2959,573
2959,251
2959,252
2959,861
2959,255
2959,479
2959,877
2959,481
2959,614
2959,492
2959,257
2959,921
2959,258
2959,495
2959,497
2959,260
2959,500
2959,501
2959,737
2959,615
2959,263
2959,869
2959,509
2959,564
2959,795
2959,962
2959,523
2959,928
2959,995
2959,990
2959,528
2959,530
2959,534
2959,757
2959,545
2959,759
2959,278
4814,64
4814,94
7727,181
7727,214
7727,450
7727,259
2932,17
2932,22
2932,283
2932,592
2932,284
2932,29
2932,30
2932,31
2932,33
2932,34
2932,36
2932,37
2932,39
2932,286
2932,51
2932,52
2932,53
2932,290
2932,55
2932,66
2932,77
2932,83
2932,90
2932,100
2932,305
2932,308
2932,110
2932,309
2932,118
2932,123
2932,316
2932,129
2932,317
2932,136
2932,141
2932,144
2932,150
2932,163
2932,638
2932,623
2932,340
2932,343
2932,344
2932,191
2932,194
2932,597
2932,347
2932,354
2932,356
2932,357
2932,359
2932,648
2932,362
2932,938
2932,880
2932,828
2932,210
2932,375
2932,376
2932,381
2932,382
2932,567
2932,659
2932,662
2932,581
2932,224
2932,226
2932,667
2932,833
2932,229
2932,400
2932,675
2932,407
2932,603
2932,239
2932,917
2932,436
2932,695
2932,848
2932,448
2932,583
2932,698
2932,450
2932,456
2932,459
2932,841
2932,461
2932,704
2932,585
2932,248
2932,469
2932,881
2932,612
2932,254
2932,945
2932,478
2932,479
2932,480
2932,483
2932,722
2932,489
2932,492
2932,725
2932,493
2932,727
2932,497
2932,499
2932,501
2932,262
2932,263
2932,740
2932,741
2932,953
2932,512
2932,564
2932,265
2932,905
2932,526
2932,963
2932,782
2932,987
2932,757
2932,541
2932,932
2932,890
2932,552
2932,778
2932,553
1492,44
1492,90
1492,120
1492,144
1492,340
1492,353
1492,361
1492,215
1492,692
1492,248
1492,711
1492,473
1492,256
1492,482
1492,497
1492,797
7215,60
7215,627
7215,629
7215,156
7215,635
7215,636
7215,214
7215,441
7215,450
7215,742
1903,120
1903,388
1903,695
1903,473
8841,29
8841,55
8841,129
8841,565
8841,176
8841,360
8841,436
6771,7
6771,283
6771,33
6771,39
6771,287
6771,560
6771,57
6771,296
6771,83
6771,304
6771,100
6771,107
6771,310
6771,154
6771,170
6771,179
6771,644
6771,199
6771,201
6771,784
6771,372
6771,210
6771,374
6771,568
6771,909
6771,248
6771,251
6771,717
6771,255
6771,719
6771,614
6771,496
6771,608
6771,520
6771,845
6771,846
6771,548
3790,0
3790,1
3790,8
3790,279
3790,280
3790,18
3790,22
3790,26
3790,29
3790,36
3790,51
3790,52
3790,53
3790,561
3790,55
3790,60
3790,558
3790,63
3790,64
3790,67
3790,296
3790,78
3790,628
3790,83
3790,90
3790,94
3790,300
3790,304
3790,98
3790,105
3790,112
3790,114
3790,118
3790,120
3790,122
3790,316
3790,317
3790,136
3790,142
3790,144
3790,158
3790,817
3790,632
3790,634
3790,635
3790,334
3790,565
3790,621
3790,193
3790,645
3790,348
3790,350
3790,198
3790,354
3790,360
3790,361
3790,210
3790,373
3790,375
3790,380
3790,381
3790,567
3790,800
3790,214
3790,216
3790,581
3790,226
3790,401
3790,402
3790,403
3790,234
3790,237
3790,411
3790,416
3790,436
3790,874
3790,442
3790,446
3790,248
3790,711
3790,573
3790,251
3790,473
3790,810
3790,482
3790,865
3790,493
3790,498
3790,499
3790,739
3790,811
3790,504
3790,509
3790,518
3790,575
6844,312
6844,634
6844,229
1369,280
1369,847
1369,263
9756,632
9756,747
9756,929
9756,888
8825,4
8825,282
8825,18
8825,22
8825,23
8825,28
8825,29
8825,35
8825,36
8825,37
8825,42
8825,46
8825,625
8825,49
8825,51
8825,291
8825,558
8825,64
8825,67
8825,594
8825,295
8825,296
8825,297
8825,78
8825,88
8825,90
8825,94
8825,98
8825,103
8825,114
8825,310
8825,316
8825,318
8825,134
8825,146
8825,147
8825,149
8825,153
8825,154
8825,156
8825,160
8825,162
8825,164
8825,637
8825,173
8825,174
8825,336
8825,640
8825,340
8825,188
8825,621
8825,644
8825,349
8825,355
8825,358
8825,205
8825,367
8825,828
8825,215
8825,386
8825,581
8825,396
8825,398
8825,228
8825,673
8825,677
8825,236
8825,407
8825,789
8825,408
8825,410
8825,237
8825,424
8825,850
8825,434
8825,241
8825,441
8825,903
8825,693
8825,695
8825,858
8825,456
8825,706
8825,248
8825,251
8825,476
8825,477
8825,717
8825,946
8825,492
8825,735
8825,851
8825,923
8825,742
8825,869
8825,511
8825,575
8825,526
8825,987
8825,536
8825,274
8825,758
8825,553
6605,10
6605,19
6605,29
6605,626
6605,178
6605,573
6605,481
4379,37
4379,54
4379,90
4379,304
4379,203
3153,291
3153,373
3153,242
6014,4
6014,279
6014,22
6014,283
6014,23
6014,592
6014,26
6014,284
6014,29
6014,30
6014,31
6014,576
6014,33
6014,35
6014,36
6014,39
6014,285
6014,286
6014,49
6014,288
6014,52
6014,290
6014,55
6014,57
6014,558
6014,294
6014,63
6014,64
6014,68
6014,594
6014,72
6014,626
6014,77
6014,783
6014,90
6014,92
6014,94
6014,300
6014,577
6014,304
6014,96
6014,98
6014,103
6014,305
6014,307
6014,109
6014,596
6014,112
6014,114
6014,116
6014,120
6014,122
6014,123
6014,127
6014,315
6014,318
6014,134
6014,137
6014,141
6014,144
6014,155
6014,156
6014,322
6014,162
6014,326
6014,163
6014,847
6014,330
6014,173
6014,176
6014,337
6014,180
6014,181
6014,182
6014,185
6014,342
6014,345
6014,643
6014,193
6014,195
6014,352
6014,201
6014,355
6014,357
6014,203
6014,358
6014,360
6014,362
6014,364
6014,365
6014,367
6014,368
6014,208
6014,372
6014,210
6014,376
6014,382
6014,215
6014,659
6014,830
6014,386
6014,662
6014,581
6014,218
6014,224
6014,399
6014,601
6014,671
6014,672
6014,232
6014,915
6014,412
6014,420
6014,428
6014,916
6014,442
6014,695
6014,449
6014,583
6014,705
6014,246
6014,792
6014,464
6014,248
6014,859
6014,476
6014,861
6014,945
6014,719
6014,720
6014,494
6014,495
6014,259
6014,500
6014,263
6014,264
6014,510
6014,266
6014,528
6014,534
6014,969
6014,774
6014,761
4860,639
4860,224
4860,241
4860,509
8613,563
8613,526
8613,553
9026,0
9026,4
9026,10
9026,279
9026,282
9026,22
9026,23
9026,29
9026,34
9026,35
9026,36
9026,37
9026,285
9026,286
9026,40
9026,42
9026,287
9026,51
9026,290
9026,55
9026,60
9026,558
9026,67
9026,90
9026,304
9026,307
9026,596
9026,309
9026,114
9026,116
9026,312
9026,619
9026,122
9026,313
9026,127
9026,316
9026,129
9026,131
9026,138
9026,140
9026,145
9026,146
9026,147
9026,149
9026,631
9026,161
9026,162
9026,324
9026,326
9026,632
9026,633
9026,163
9026,164
9026,635
9026,638
9026,178
9026,179
9026,338
9026,640
9026,340
9026,347
9026,645
9026,196
9026,350
9026,351
9026,353
9026,354
9026,202
9026,357
9026,203
9026,359
9026,360
9026,937
9026,204
9026,361
9026,362
9026,364
9026,367
9026,653
9026,373
9026,376
9026,379
9026,381
9026,216
9026,659
9026,660
9026,386
9026,388
9026,563
9026,581
9026,218
9026,220
9026,221
9026,222
9026,663
9026,665
9026,395
9026,226
9026,601
9026,855
9026,833
9026,674
9026,232
9026,403
9026,233
9026,406
9026,559
9026,237
9026,411
9026,413
9026,835
9026,421
9026,766
9026,428
9026,429
9026,430
9026,685
9026,850
9026,939
9026,687
9026,242
9026,807
9026,441
9026,808
9026,840
9026,459
9026,701
9026,705
9026,585
9026,249
9026,712
9026,571
9026,919
9026,473
9026,475
9026,254
9026,718
9026,607
9026,479
9026,480
9026,481
9026,720
9026,484
9026,614
9026,492
9026,259
9026,499
9026,260
9026,500
9026,822
9026,811
9026,740
9026,505
9026,813
9026,924
9026,509
9026,510
9026,515
9026,564
9026,749
9026,958
9026,959
9026,267
9026,771
9026,752
9026,523
9026,753
9026,270
9026,879
9026,271
9026,528
9026,964
9026,993
9026,609
9026,756
9026,760
9026,761
9026,934
9026,936
4881,1
4881,90
4881,323
4881,671
4881,703
4881,872
3967,18
3967,120
3967,140
3967,144
3967,711
3967,518
2952,90
2952,144
2952,375
2952,237
8920,0
8920,30
8920,90
8920,630
8920,154
8920,635
8920,176
8920,178
8920,428
8920,859
8920,714
8920,723
9632,307
9632,169
9632,381
9632,864
9632,397
9632,833
9632,232
9632,570
9650,302
9650,96
9650,312
9650,163
9650,637
9650,178
9650,374
9650,254
4406,33
4406,52
4406,300
4406,307
4406,114
4406,122
4406,163
4406,337
4406,180
4406,182
4406,642
4406,345
4406,369
4406,825
4406,739
4406,528
9410,64
9410,90
9410,122
9410,176
9410,338
9410,203
9410,381
9410,262
6915,4
6915,31
6915,626
6915,629
6915,342
3978,127
3978,144
3978,547
7940,624
7940,625
7940,109
7940,638
7940,342
7940,203
7940,375
7940,226
7940,429
2015,29
2015,124
2015,153
9175,34
9175,49
9175,51
9175,90
9175,162
9175,323
9175,334
9175,195
9175,358
9175,363
9175,656
9175,567
9175,395
9175,237
9175,468
9175,489
9175,492
9175,509
9175,750
9175,540
9175,543
2644,22
2644,300
2644,596
2644,124
2644,317
2644,162
2644,177
2644,365
2644,830
2644,456
2644,701
2644,570
2644,605
2644,723
2141,22
2141,23
2141,34
2141,60
2141,105
2141,144
2141,160
2141,323
2141,173
2141,191
2141,193
2141,356
2141,376
2141,399
2141,407
2141,682
2141,473
2141,486
2141,263
3842,7
3842,300
3842,127
3842,336
3842,182
3842,358
3842,580
3842,234
3842,697
3842,476
3842,717
3842,255
3842,484
3842,910
3842,515
3842,589
3842,533
3842,278
7227,155
7952,4
7952,34
7952,40
7952,42
7952,55
7952,63
7952,64
7952,69
7952,90
7952,138
7952,160
7952,323
7952,324
7952,331
7952,178
7952,203
7952,369
7952,392
7952,232
7952,440
7952,583
7952,456
7952,610
7952,813
7952,745
7952,528
7952,774
9335,26
9335,51
9335,55
9335,61
9335,72
9335,77
9335,90
9335,304
9335,307
9335,124
9335,142
9335,154
9335,187
9335,352
9335,365
9335,373
9335,386
9335,396
9335,676
9335,417
9335,836
9335,689
9335,241
9335,436
9335,696
9335,455
9335,727
7276,783
7276,123
7276,348
7276,501
1187,36
1187,55
1187,601
1187,453
1187,869
1187,523
599,1
599,29
599,30
599,36
599,49
599,288
599,63
599,68
599,90
599,112
599,120
599,317
599,137
599,140
599,160
599,867
599,639
599,172
599,340
599,191
599,195
599,567
599,215
599,216
599,664
599,229
599,689
599,807
599,858
599,707
599,605
599,250
599,490
599,495
599,823
599,509
599,752
599,530
9040,4
9040,351
2852,7
2852,282
2852,90
2852,340
2852,585
2852,476
235,22
235,304
235,102
235,138
235,497
1196,279
1196,307
1196,114
1196,176
1196,361
1196,421
1196,248
1196,506
1196,972
2207,620
2207,338
2207,400
2207,970
2207,556
5822,55
5822,317
5822,178
5822,388
5822,789
5822,917
5822,259
6184,17
6184,22
6184,31
6184,49
6184,292
6184,60
6184,88
6184,304
6184,112
6184,113
6184,114
6184,134
6184,135
6184,154
6184,332
6184,170
6184,178
6184,186
6184,365
6184,818
6184,236
6184,417
6184,428
6184,440
6184,441
6184,244
6184,248
6184,251
5057,0
5057,1
5057,4
5057,7
5057,8
5057,9
5057,10
5057,279
5057,280
5057,282
5057,17
5057,18
5057,19
5057,22
5057,283
5057,23
5057,592
5057,26
5057,284
5057,27
5057,28
5057,29
5057,30
5057,31
5057,576
5057,34
5057,35
5057,36
5057,37
5057,39
5057,285
5057,286
5057,40
5057,42
5057,44
5057,624
5057,625
5057,49
5057,289
5057,51
5057,52
5057,53
5057,290
5057,560
5057,561
5057,54
5057,55
5057,291
5057,56
5057,292
5057,58
5057,60
5057,61
5057,558
5057,63
5057,64
5057,66
5057,67
5057,68
5057,594
5057,69
5057,72
5057,626
5057,295
5057,77
5057,296
5057,78
5057,79
5057,80
5057,628
5057,83
5057,783
5057,90
5057,298
5057,299
5057,827
5057,92
5057,93
5057,94
5057,300
5057,301
5057,577
5057,302
5057,620
5057,304
5057,96
5057,98
5057,100
5057,102
5057,103
5057,105
5057,305
5057,307
5057,107
5057,108
5057,308
5057,109
5057,110
5057,596
5057,309
5057,112
5057,113
5057,114
5057,310
5057,311
5057,116
5057,117
5057,118
5057,119
5057,120
5057,312
5057,122
5057,123
5057,313
5057,124
5057,125
5057,127
5057,315
5057,316
5057,129
5057,131
5057,578
5057,132
5057,317
5057,318
5057,134
5057,136
5057,137
5057,138
5057,140
5057,142
5057,144
5057,145
5057,146
5057,149
5057,150
5057,152
5057,153
5057,156
5057,322
5057,158
5057,160
5057,162
5057,323
5057,326
5057,817
5057,632
5057,633
5057,163
5057,327
5057,164
5057,328
5057,847
5057,329
5057,330
5057,166
5057,331
5057,332
5057,635
5057,636
5057,637
5057,334
5057,565
5057,638
5057,169
5057,913
5057,335
5057,170
5057,639
5057,174
5057,336
5057,623
5057,176
5057,177
5057,178
5057,179
5057,337
5057,180
5057,338
5057,181
5057,182
5057,183
5057,640
5057,340
5057,185
5057,641
5057,186
5057,187
5057,343
5057,642
5057,345
5057,621
5057,643
5057,193
5057,194
5057,597
5057,195
5057,347
5057,644
5057,645
5057,348
5057,196
5057,350
5057,646
5057,351
5057,647
5057,566
5057,200
5057,353
5057,799
5057,354
5057,618
5057,202
5057,355
5057,356
5057,357
5057,598
5057,203
5057,358
5057,359
5057,360
5057,937
5057,204
5057,361
5057,648
5057,362
5057,649
5057,599
5057,205
5057,363
5057,206
5057,364
5057,562
5057,365
5057,366
5057,652
5057,367
5057,368
5057,938
5057,849
5057,369
5057,828
5057,371
5057,653
5057,208
5057,854
5057,580
5057,209
5057,914
5057,372
5057,210
5057,211
5057,373
5057,374
5057,655
5057,375
5057,591
5057,376
5057,378
5057,656
5057,380
5057,829
5057,873
5057,381
5057,657
5057,864
5057,567
5057,600
5057,216
5057,658
5057,659
5057,384
5057,660
5057,830
5057,385
5057,217
5057,386
5057,388
5057,568
5057,389
5057,563
5057,661
5057,390
5057,662
5057,391
5057,392
5057,581
5057,218
5057,220
5057,222
5057,664
5057,394
5057,831
5057,224
5057,665
