uid,sid
7148,304
7148,95
7148,97
7148,99
7148,103
7148,104
7148,306
7148,106
7148,307
7148,108
7148,111
7148,309
7148,112
7148,113
7148,617
7148,114
7148,310
7148,115
7148,117
7148,119
7148,312
7148,122
7148,123
7148,314
7148,124
7148,125
7148,126
7148,127
7148,128
7148,316
7148,129
7148,130
7148,131
7148,317
7148,133
7148,318
7148,136
7148,139
7148,140
7148,141
7148,142
7148,143
7148,144
7148,145
7148,146
7148,147
7148,148
7148,630
7148,150
7148,151
7148,157
7148,322
7148,158
7148,159
7148,160
7148,323
7148,325
7148,326
7148,633
7148,163
7148,328
7148,165
7148,847
7148,330
7148,166
7148,167
7148,333
7148,334
7148,168
7148,169
7148,335
7148,639
7148,171
7148,853
7148,336
7148,176
7148,177
7148,179
7148,337
7148,181
7148,182
7148,339
7148,184
7148,340
7148,185
7148,641
7148,187
7148,341
7148,189
7148,642
7148,190
7148,621
7148,194
7148,597
7148,195
7148,347
7148,348
7148,350
7148,351
7148,566
7148,354
7148,618
7148,357
7148,598
7148,203
7148,358
7148,360
7148,204
7148,361
7148,362
7148,649
7148,206
7148,364
7148,562
7148,651
7148,652
7148,369
7148,207
7148,854
7148,372
7148,210
7148,374
7148,375
7148,376
7148,212
7148,379
7148,380
7148,213
7148,381
7148,382
7148,216
7148,658
7148,384
7148,660
7148,830
7148,385
7148,386
7148,387
7148,388
7148,661
7148,662
7148,581
7148,218
7148,219
7148,220
7148,223
7148,394
7148,665
7148,225
7148,226
7148,832
7148,785
7148,398
7148,399
7148,666
7148,601
7148,855
7148,834
7148,786
7148,229
7148,401
7148,230
7148,670
7148,673
7148,231
7148,403
7148,233
7148,235
7148,559
7148,407
7148,680
7148,411
7148,413
7148,415
7148,420
7148,421
7148,422
7148,856
7148,424
7148,425
7148,426
7148,427
7148,766
7148,836
7148,429
7148,685
7148,837
7148,433
7148,857
7148,238
7148,686
7148,239
7148,688
7148,240
7148,691
7148,435
7148,242
7148,437
7148,802
7148,440
7148,441
7148,243
7148,692
7148,442
7148,443
7148,695
7148,808
7148,448
7148,858
7148,839
7148,453
7148,454
7148,456
7148,820
7148,461
7148,703
7148,704
7148,791
7148,610
7148,705
7148,463
7148,792
7148,464
7148,466
7148,248
7148,468
7148,470
7148,859
7148,605
7148,572
7148,252
7148,253
7148,860
7148,861
7148,862
7148,717
7148,607
7148,719
7148,482
7148,484
7148,487
7148,489
7148,494
7148,496
7148,498
7148,259
7148,731
7148,260
7148,261
7148,811
7148,263
7148,264
7148,805
7148,741
7148,506
7148,509
7148,510
7148,795
7148,749
7148,824
7148,272
7148,528
7148,273
7148,797
7148,537
7148,540
7148,543
7148,544
7148,276
7148,277
7148,549
7148,863
7148,590
7148,553
5680,5
5680,6
5680,281
5680,21
5680,22
5680,283
5680,25
5680,29
5680,38
5680,44
5680,59
5680,62
5680,65
5680,70
5680,71
5680,83
5680,90
5680,306
5680,120
5680,314
5680,317
5680,133
5680,136
5680,147
5680,154
5680,155
5680,162
5680,331
5680,338
5680,190
5680,354
5680,369
5680,207
5680,388
5680,662
5680,219
5680,401
5680,230
5680,428
5680,241
5680,872
5680,527
5680,546
5680,549
8719,0
8719,1
8719,2
8719,4
8719,6
8719,9
8719,12
8719,13
8719,281
8719,15
8719,282
8719,17
8719,22
8719,283
8719,24
8719,25
8719,26
8719,284
8719,30
8719,576
8719,36
8719,38
8719,285
8719,286
8719,43
8719,45
8719,624
8719,625
8719,49
8719,50
8719,51
8719,55
8719,56
8719,292
8719,57
8719,293
8719,58
8719,65
8719,70
8719,71
8719,73
8719,76
8719,81
8719,84
8719,87
8719,90
8719,91
8719,92
8719,94
8719,302
8719,303
8719,304
8719,95
8719,97
8719,103
8719,104
8719,306
8719,108
8719,109
8719,111
8719,114
8719,117
8719,118
8719,120
8719,121
8719,313
8719,314
8719,126
8719,127
8719,129
8719,130
8719,132
8719,133
8719,139
8719,140
8719,143
8719,148
8719,151
8719,155
8719,321
8719,322
8719,158
8719,159
8719,160
8719,325
8719,163
8719,164
8719,635
8719,167
8719,637
8719,168
8719,171
8719,179
8719,181
8719,182
8719,339
8719,341
8719,189
8719,190
8719,195
8719,197
8719,198
8719,351
8719,799
8719,354
8719,356
8719,358
8719,359
8719,360
8719,648
8719,362
8719,652
8719,207
8719,210
8719,211
8719,378
8719,656
8719,213
8719,381
8719,382
8719,214
8719,563
8719,219
8719,220
8719,223
8719,831
8719,226
8719,786
8719,401
8719,230
8719,670
8719,231
8719,818
8719,415
8719,418
8719,420
8719,766
8719,836
8719,430
8719,857
8719,838
8719,241
8719,436
8719,874
8719,582
8719,244
8719,696
8719,604
8719,875
8719,462
8719,465
8719,585
8719,712
8719,468
8719,250
8719,876
8719,251
8719,809
8719,877
8719,483
8719,487
8719,489
8719,492
8719,493
8719,726
8719,258
8719,495
8719,574
8719,261
8719,504
8719,263
8719,746
8719,748
8719,795
8719,750
8719,524
8719,878
8719,879
8719,609
8719,273
8719,537
8719,546
8719,276
1297,3
1297,5
1297,6
1297,281
1297,14
1297,15
1297,16
1297,22
1297,592
1297,25
1297,28
1297,35
1297,36
1297,38
1297,45
1297,50
1297,51
1297,62
1297,70
1297,71
1297,74
1297,75
1297,76
1297,77
1297,81
1297,84
1297,86
1297,88
1297,90
1297,91
1297,303
1297,306
1297,120
1297,314
1297,126
1297,128
1297,317
1297,133
1297,134
1297,137
1297,139
1297,146
1297,148
1297,151
1297,165
1297,168
1297,853
1297,175
1297,182
1297,340
1297,189
1297,644
1297,207
1297,210
1297,213
1297,384
1297,830
1297,663
1297,230
1297,788
1297,422
1297,425
1297,689
1297,477
1297,259
1297,261
1297,741
1297,509
1297,751
1297,537
1297,276
5631,3
5631,5
5631,6
5631,10
5631,11
5631,12
5631,281
5631,14
5631,15
5631,16
5631,282
5631,17
5631,20
5631,283
5631,25
5631,33
5631,38
5631,39
5631,285
5631,41
5631,42
5631,43
5631,45
5631,48
5631,624
5631,625
5631,49
5631,287
5631,50
5631,288
5631,290
5631,59
5631,60
5631,62
5631,558
5631,63
5631,65
5631,594
5631,70
5631,71
5631,73
5631,74
5631,75
5631,76
5631,77
5631,296
5631,297
5631,80
5631,81
5631,82
5631,83
5631,84
5631,85
5631,86
5631,87
5631,89
5631,90
5631,91
5631,302
5631,303
5631,304
5631,95
5631,97
5631,99
5631,100
5631,101
5631,102
5631,105
5631,305
5631,306
5631,106
5631,596
5631,111
5631,309
5631,112
5631,114
5631,310
5631,115
5631,116
5631,117
5631,119
5631,120
5631,312
5631,122
5631,126
5631,127
5631,315
5631,128
5631,130
5631,133
5631,134
5631,136
5631,139
5631,143
5631,144
5631,148
5631,150
5631,154
5631,155
5631,321
5631,322
5631,159
5631,160
5631,325
5631,163
5631,579
5631,165
5631,166
5631,331
5631,332
5631,635
5631,637
5631,168
5631,170
5631,172
5631,178
5631,339
5631,187
5631,341
5631,344
5631,189
5631,190
5631,192
5631,194
5631,645
5631,197
5631,350
5631,198
5631,646
5631,199
5631,200
5631,201
5631,353
5631,360
5631,649
5631,652
5631,207
5631,784
5631,372
5631,376
5631,377
5631,212
5631,213
5631,381
5631,567
5631,215
5631,216
5631,830
5631,386
5631,568
5631,563
5631,581
5631,218
5631,219
5631,222
5631,223
5631,393
5631,224
5631,666
5631,668
5631,230
5631,671
5631,672
5631,232
5631,818
5631,234
5631,235
5631,406
5631,789
5631,409
5631,678
5631,237
5631,681
5631,417
5631,422
5631,427
5631,766
5631,428
5631,430
5631,431
5631,686
5631,239
5631,690
5631,437
5631,439
5631,440
5631,807
5631,692
5631,442
5631,244
5631,695
5631,848
5631,448
5631,449
5631,868
5631,909
5631,791
5631,610
5631,708
5631,248
5631,468
5631,469
5631,476
5631,254
5631,255
5631,719
5631,480
5631,482
5631,485
5631,721
5631,614
5631,725
5631,494
5631,497
5631,259
5631,734
5631,910
5631,503
5631,261
5631,264
5631,911
5631,805
5631,510
5631,513
5631,616
5631,266
5631,751
5631,267
5631,771
5631,824
5631,271
5631,272
5631,273
5631,870
5631,756
5631,912
5631,537
5631,546
5631,276
5631,277
5631,890
5631,549
5631,552
5631,590
5631,778
5631,554
5631,278
519,10
519,32
519,33
519,36
519,74
519,301
519,577
519,303
519,110
519,132
519,133
519,159
519,165
519,168
519,205
519,230
519,273
519,277
7302,25
7302,62
7302,70
7302,76
7302,84
7302,86
7302,87
7302,303
7302,314
7302,133
7302,148
7302,153
7302,190
7302,197
7302,219
7302,394
7302,403
7302,474
2431,5
2431,6
2431,8
2431,283
2431,23
2431,42
2431,71
2431,75
2431,82
2431,126
2431,166
2431,179
2431,340
2431,663
2431,228
2431,791
754,1
754,25
754,38
754,59
754,62
754,63
754,303
754,596
754,112
754,314
754,151
754,157
754,367
754,211
754,219
754,663
754,484
754,506
754,276
754,549
4290,2
4290,4
4290,5
4290,7
4290,8
4290,10
4290,11
4290,13
4290,14
4290,16
4290,21
4290,22
4290,33
4290,34
4290,59
4290,67
4290,74
4290,76
4290,82
4290,87
4290,90
4290,91
4290,93
4290,97
4290,99
4290,106
4290,107
4290,110
4290,111
4290,309
4290,112
4290,119
4290,126
4290,316
4290,323
4290,163
4290,165
4290,330
4290,166
4290,178
4290,189
4290,354
4290,355
4290,207
4290,828
4290,784
4290,216
4290,224
4290,230
4290,670
4290,456
4290,509
4290,276
9222,5
9222,281
9222,16
9222,25
9222,30
9222,35
9222,38
9222,41
9222,51
9222,55
9222,60
9222,65
9222,77
9222,90
9222,95
9222,112
9222,127
9222,137
9222,144
9222,148
9222,151
9222,159
9222,167
9222,179
9222,182
9222,190
9222,349
9222,203
9222,212
9222,219
9222,226
9222,424
9222,509
9222,273
6852,92
6852,104
6852,306
6852,314
6852,127
6852,578
6852,143
6852,167
6852,207
6852,223
6852,766
6852,471
6852,256
1998,25
1998,30
1998,148
1998,165
1998,337
1998,197
1998,800
1998,387
1998,219
1998,239
1998,509
1998,273
1998,544
1998,549
937,3
937,9
937,281
937,14
937,45
937,51
937,65
937,301
937,159
937,165
937,635
937,167
937,355
937,207
937,230
937,231
937,428
937,843
937,723
937,261
937,526
937,590
8227,0
8227,38
8227,70
8227,223
8227,248
1769,3
1769,5
1769,8
1769,11
1769,281
1769,14
1769,16
1769,283
1769,29
1769,36
1769,41
1769,287
1769,50
1769,55
1769,74
1769,76
1769,77
1769,627
1769,81
1769,82
1769,90
1769,303
1769,103
1769,305
1769,312
1769,126
1769,130
1769,629
1769,139
1769,140
1769,151
1769,159
1769,167
1769,168
1769,169
1769,170
1769,339
1769,199
1769,207
1769,563
1769,230
1769,675
1769,807
1769,866
1769,473
1769,259
1769,502
1769,273
1769,774
1769,554
6464,3
6464,11
6464,281
6464,22
6464,25
6464,38
6464,39
6464,45
6464,65
6464,70
6464,71
6464,150
6464,325
6464,165
6464,768
6464,274
2157,11
2157,13
2157,16
2157,17
2157,25
2157,38
2157,53
2157,70
2157,98
2157,120
2157,168
2157,338
2157,207
2157,210
2157,212
2157,805
2157,273
3855,33
3855,292
3855,110
3855,314
3855,148
1419,5
1419,6
1419,12
1419,25
1419,31
1419,33
1419,45
1419,62
1419,65
1419,71
1419,74
1419,84
1419,87
1419,302
1419,95
1419,96
1419,108
1419,314
1419,137
1419,319
1419,147
1419,148
1419,158
1419,325
1419,171
1419,177
1419,355
1419,358
1419,365
1419,374
1419,676
1419,684
1419,241
1419,695
1419,261
1419,277
7129,1
7129,2
7129,5
7129,6
7129,9
7129,13
7129,281
7129,22
7129,25
7129,29
7129,32
7129,36
7129,38
7129,45
7129,49
7129,55
7129,60
7129,62
7129,294
7129,65
7129,70
7129,71
7129,73
7129,74
7129,77
7129,82
7129,84
7129,86
7129,87
7129,88
7129,90
7129,91
7129,303
7129,96
7129,98
7129,99
7129,305
7129,306
7129,307
7129,110
7129,111
7129,113
7129,310
7129,120
7129,121
7129,122
7129,123
7129,314
7129,128
7129,133
7129,134
7129,137
7129,139
7129,148
7129,154
7129,157
7129,322
7129,159
7129,168
7129,337
7129,181
7129,640
7129,643
7129,195
7129,349
7129,201
7129,203
7129,358
7129,359
7129,363
7129,372
7129,669
7129,401
7129,230
7129,231
7129,680
7129,243
7129,244
7129,868
7129,248
7129,712
7129,261
7129,262
7129,769
7129,263
6904,15
6904,16
6904,24
6904,33
6904,34
6904,38
6904,47
6904,51
6904,62
6904,65
6904,87
6904,299
6904,300
6904,314
6904,125
6904,126
6904,128
6904,129
6904,319
6904,157
6904,159
6904,160
6904,165
6904,637
6904,168
6904,340
6904,187
6904,191
6904,357
6904,207
6904,563
6904,663
6904,664
6904,225
6904,230
6904,417
6904,687
6904,241
6904,244
6904,447
6904,820
6904,945
6904,607
6904,946
6904,769
6904,512
6904,277
6904,863
6904,552
6904,554
2959,1
2959,2
2959,3
2959,4
2959,5
2959,6
2959,8
2959,9
2959,10
2959,11
2959,12
2959,13
2959,279
2959,281
2959,14
2959,15
2959,16
2959,282
2959,17
2959,22
2959,24
2959,25
2959,26
2959,284
2959,29
2959,30
2959,576
2959,33
2959,34
2959,35
2959,36
2959,37
2959,38
2959,39
2959,285
2959,40
2959,41
2959,42
2959,43
2959,44
2959,45
2959,47
2959,48
2959,625
2959,49
2959,50
2959,51
2959,53
2959,55
2959,291
2959,56
2959,293
2959,58
2959,59
2959,60
2959,62
2959,558
2959,65
2959,67
2959,69
2959,70
2959,71
2959,626
2959,73
2959,74
2959,75
2959,76
2959,77
2959,79
2959,81
2959,82
2959,83
2959,84
2959,85
2959,86
2959,87
2959,90
2959,91
2959,299
2959,93
2959,303
2959,304
2959,95
2959,97
2959,98
2959,101
2959,103
2959,104
2959,307
2959,108
2959,111
2959,309
2959,112
2959,113
2959,114
2959,310
2959,115
2959,119
2959,120
2959,121
2959,123
2959,314
2959,124
2959,126
2959,127
2959,315
2959,128
2959,316
2959,130
2959,578
2959,317
2959,133
2959,318
2959,134
2959,136
2959,139
2959,140
2959,143
2959,144
2959,146
2959,148
2959,320
2959,806
2959,150
2959,151
2959,154
2959,321
2959,156
2959,157
2959,158
2959,159
2959,162
2959,323
2959,324
2959,325
2959,633
2959,165
2959,329
2959,330
2959,166
2959,332
2959,635
2959,167
2959,637
2959,333
2959,334
2959,565
2959,168
2959,171
2959,175
2959,336
2959,178
2959,179
2959,181
2959,182
2959,339
2959,184
2959,341
2959,190
2959,346
2959,195
2959,645
2959,197
2959,198
2959,646
2959,352
2959,201
2959,353
2959,598
2959,203
2959,358
2959,360
2959,362
2959,365
2959,207
2959,370
2959,580
2959,914
2959,372
2959,373
2959,376
2959,380
2959,213
2959,381
2959,567
2959,215
2959,216
2959,387
2959,563
2959,661
2959,662
2959,218
2959,219
2959,223
2959,224
2959,395
2959,226
2959,622
2959,399
2959,229
2959,400
2959,230
2959,231
2959,403
2959,675
2959,234
2959,405
2959,235
2959,407
2959,915
2959,411
2959,413
2959,417
2959,835
2959,422
2959,425
2959,426
2959,427
2959,428
2959,686
2959,241
2959,436
2959,440
2959,694
2959,582
2959,446
2959,697
2959,448
2959,604
2959,449
2959,454
2959,942
2959,868
2959,705
2959,462
2959,463
2959,821
2959,711
2959,249
2959,713
2959,714
2959,919
2959,250
2959,471
2959,573
2959,251
2959,252
2959,861
2959,255
2959,479
2959,877
2959,481
2959,614
2959,492
2959,257
2959,921
2959,258
2959,495
2959,497
2959,260
2959,500
2959,501
2959,502
2959,737
2959,261
2959,615
2959,263
2959,869
2959,509
2959,564
2959,795
2959,962
2959,523
2959,928
2959,995
2959,990
2959,272
2959,528
2959,273
2959,530
2959,534
2959,757
2959,544
2959,545
2959,546
2959,759
2959,276
2959,277
2959,549
2959,278
4814,281
4814,25
4814,38
4814,64
4814,86
4814,94
4814,133
4814,184
4814,213
4814,223
4814,230
4814,273
7727,74
7727,128
7727,168
7727,181
7727,214
7727,230
7727,450
7727,259
2932,3
2932,6
2932,11
2932,13
2932,281
2932,14
2932,15
2932,16
2932,17
2932,22
2932,283
2932,592
2932,284
2932,29
2932,30
2932,31
2932,32
2932,33
2932,34
2932,36
2932,37
2932,38
2932,39
2932,286
2932,41
2932,43
2932,45
2932,48
2932,50
2932,51
2932,52
2932,53
2932,290
2932,55
2932,293
2932,59
2932,62
2932,66
2932,70
2932,71
2932,75
2932,76
2932,77
2932,81
2932,82
2932,83
2932,84
2932,85
2932,86
2932,87
2932,90
2932,91
2932,95
2932,99
2932,100
2932,101
2932,104
2932,305
2932,306
2932,308
2932,110
2932,309
2932,115
2932,118
2932,123
2932,126
2932,128
2932,316
2932,129
2932,317
2932,133
2932,136
2932,141
2932,143
2932,144
2932,148
2932,150
2932,321
2932,157
2932,159
2932,325
2932,163
2932,165
2932,333
2932,168
2932,638
2932,171
2932,623
2932,340
2932,343
2932,344
2932,189
2932,190
2932,191
2932,194
2932,597
2932,347
2932,197
2932,354
2932,356
2932,357
2932,359
2932,648
2932,362
2932,938
2932,880
2932,828
2932,210
2932,375
2932,376
2932,212
2932,213
2932,381
2932,382
2932,567
2932,659
2932,662
2932,581
2932,219
2932,224
2932,226
2932,667
2932,833
2932,229
2932,400
2932,230
2932,675
2932,407
2932,603
2932,239
2932,917
2932,436
2932,243
2932,695
2932,848
2932,448
2932,583
2932,698
2932,450
2932,456
2932,459
2932,841
2932,461
2932,704
2932,585
2932,248
2932,469
2932,881
2932,612
2932,254
2932,945
2932,478
2932,479
2932,480
2932,483
2932,722
2932,489
2932,492
2932,725
2932,493
2932,727
2932,497
2932,499
2932,501
2932,502
2932,261
2932,262
2932,263
2932,740
2932,741
2932,953
2932,512
2932,513
2932,564
2932,265
2932,905
2932,526
2932,963
2932,272
2932,782
2932,273
2932,987
2932,757
2932,537
2932,541
2932,932
2932,546
2932,276
2932,277
2932,890
2932,549
2932,552
2932,778
2932,553
1492,3
1492,6
1492,13
1492,16
1492,25
1492,32
1492,44
1492,50
1492,71
1492,75
1492,90
1492,303
1492,120
1492,133
1492,139
1492,144
1492,148
1492,159
1492,167
1492,333
1492,168
1492,175
1492,340
1492,353
1492,361
1492,215
1492,219
1492,231
1492,692
1492,248
1492,711
1492,473
1492,256
1492,482
1492,497
1492,261
1492,797
1492,546
1492,277
7215,5
7215,60
7215,627
7215,629
7215,156
7215,635
7215,636
7215,168
7215,189
7215,214
7215,441
7215,450
7215,742
7215,276
1903,84
1903,303
1903,120
1903,151
1903,167
1903,207
1903,388
1903,695
1903,473
8841,6
8841,16
8841,29
8841,41
8841,45
8841,55
8841,62
8841,91
8841,303
8841,314
8841,129
8841,325
8841,565
8841,176
8841,360
8841,230
8841,422
8841,436
6771,2
6771,3
6771,5
6771,6
6771,7
6771,13
6771,281
6771,14
6771,15
6771,16
6771,20
6771,21
6771,283
6771,25
6771,33
6771,38
6771,39
6771,43
6771,287
6771,50
6771,560
6771,57
6771,59
6771,62
6771,70
6771,71
6771,73
6771,74
6771,75
6771,296
6771,82
6771,83
6771,86
6771,87
6771,304
6771,95
6771,99
6771,100
6771,107
6771,111
6771,310
6771,128
6771,130
6771,151
6771,154
6771,157
6771,168
6771,170
6771,175
6771,179
6771,644
6771,199
6771,201
6771,207
6771,784
6771,372
6771,210
6771,374
6771,212
6771,213
6771,568
6771,230
6771,909
6771,248
6771,251
6771,717
6771,255
6771,719
6771,614
6771,496
6771,261
6771,608
6771,520
6771,845
6771,273
6771,846
6771,548
6771,276
6771,277
6771,549
6771,554
3790,0
3790,1
3790,2
3790,3
3790,5
3790,6
3790,8
3790,11
3790,12
3790,13
3790,279
3790,280
3790,281
3790,14
3790,15
3790,16
3790,18
3790,22
3790,24
3790,25
3790,26
3790,29
3790,36
3790,38
3790,43
3790,45
3790,50
3790,51
3790,52
3790,53
3790,561
3790,55
3790,293
3790,59
3790,60
3790,62
3790,558
3790,63
3790,64
3790,65
3790,67
3790,70
3790,71
3790,73
3790,74
3790,75
3790,76
3790,296
3790,78
3790,628
3790,81
3790,82
3790,83
3790,84
3790,85
3790,86
3790,87
3790,90
3790,91
3790,94
3790,300
3790,303
3790,304
3790,95
3790,98
3790,105
3790,106
3790,112
3790,114
3790,115
3790,118
3790,120
3790,121
3790,122
3790,314
3790,126
3790,128
3790,316
3790,317
3790,133
3790,136
3790,142
3790,143
3790,144
3790,148
3790,158
3790,159
3790,325
3790,817
3790,632
3790,165
3790,634
3790,635
3790,167
3790,334
3790,565
3790,168
3790,184
3790,190
3790,621
3790,193
3790,645
3790,348
3790,350
3790,198
3790,354
3790,360
3790,361
3790,207
3790,210
3790,373
3790,375
3790,380
3790,381
3790,567
3790,800
3790,214
3790,216
3790,387
3790,581
3790,219
3790,223
3790,226
3790,401
3790,230
3790,402
3790,403
3790,234
3790,237
3790,411
3790,416
3790,436
3790,874
3790,442
3790,446
3790,248
3790,711
3790,573
3790,251
3790,473
3790,810
3790,482
3790,865
3790,493
3790,498
3790,499
3790,502
3790,261
3790,739
3790,811
3790,504
3790,509
3790,518
3790,575
3790,272
3790,273
3790,537
3790,276
3790,277
3790,549
